timestamp,x,y,z,pitch,roll,yaw,vx,vy,vz,battery,cpu_load,vicon_count,set_position,set_velocity,calc_thrust
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1230,-460,263010,0,0,-500,385,108,0,-500,500,1987
794526,-51.6255,9.51437,75.9355,1160,-440,262910,-0.0129953,0.00239498,-500,408,115,1,-500,500,1980
794549,-51.5923,9.52696,75.9711,1090,-440,262710,-0.526402,0.568059,-500,429,118,4,-500,500,1977
794560,-51.607,9.55582,75.9355,1080,-420,262610,-0.369559,1.68124,-500,429,114,6,-500,499,1981
794565,-51.6065,9.53527,75.9209,1080,-410,262500,0.017766,-0.821778,-500,439,115,7,-500,499,1980
794577,-51.6651,9.54917,75.9366,1090,-390,262380,-1.6202,0.561069,-500,448,113,9,-500,500,1982
794599,-51.6259,9.54239,75.9611,1080,-450,262190,0.994833,-0.705855,-500,447,102,12,-500,499,1993
794610,-51.6129,9.57234,75.932,1040,-480,262090,-0.118125,0.229487,-500,462,105,14,-500,500,1990
794621,-51.6275,9.58736,75.9329,1000,-460,261980,-0.786374,0.687837,-500,470,104,16,-500,500,1991
794626,-51.6138,9.59388,75.9475,970,-480,261870,0.546451,0.260583,-500,475,102,17,-500,500,1993
794651,-51.595,9.56373,75.978,900,-450,261670,-0.0479893,0.247635,-500,406,55,20,-500,500,2038
794662,-51.6047,9.52381,75.9097,900,-430,261560,-0.644683,0.0682281,-500,315,4,22,-500,498,2086
794668,-51.6086,9.52735,75.8922,910,-430,261450,-0.130056,0.118156,-500,245,-32,23,-500,500,2100
794692,-51.6048,9.50275,75.9517,870,-420,261250,1.01104,-1.30142,-500,103,-103,26,-500,499,2100
794698,-51.5756,9.51381,75.9507,1120,-250,251470,0.9712,0.368734,-500,-41,-33,27,-500,500,2100
794710,-52.1215,9.41734,76.0148,1070,-230,253890,-6.13019,4.39332,-500,-101,-78,29,-500,504,2100
794721,-51.5095,9.62446,75.7929,1090,-240,253320,14.5801,10.0562,-500,-153,-118,31,-500,510,2100
794743,-52.117,9.38729,76.0896,1130,-330,256950,-5.8875,3.5293,-500,-261,-201,34,-500,503,2100
794753,-52.1927,9.36608,76.1061,1180,-410,256850,-10.4024,2.29873,-500,-329,-249,36,-500,502,2100
794759,-51.698,9.00615,75.6632,1240,-450,256740,16.4915,-11.9977,-500,-378,-286,37,-500,488,2100
794771,-51.7716,9.37947,76.1199,1320,-520,256630,14.3661,8.99014,-500,-421,-316,39,-500,508,2100
794782,-52.1348,9.01243,75.9584,1290,-300,256350,-6.8032,-11.5622,-500,-448,-335,41,-500,488,2100
794793,-52.4072,8.6794,79.2996,2610,5110,255290,-21.5177,-19.9527,-500,-467,-97,42,-500,480,2100
794805,-57.1379,3.59431,116.665,2510,8210,256010,-82.4636,-126.834,-500,-500,17,44,-500,457,2078
794811,-56.1506,0.100464,145.268,3100,9360,254850,32.9112,-116.462,-500,-363,444,45,-500,383,1650.54
794821,-60.9123,-8.52149,223.243,3610,6650,252880,-158.786,-208.029,-500,-247,783,47,-500,291,1600
794845,-80.4738,-51.0305,505.663,1080,1080,252940,-89.1817,-332.704,-500,33,876,50,-500,167,1600
794856,-86.9611,-66.1795,645.267,540,1070,254390,-109.993,-253.355,-500,210,923,52,-500,198,1600
794862,-88.5359,-76.3298,722.515,-60,1430,255140,-52.4931,-338.345,-500,393,835,53,-500,161,1600
794873,-89.4457,-98.5516,853.724,-50,1250,255000,-4.83124,-421.78,-500,560,673,55,-500,78,1600
794884,-91.1586,-123.006,963.429,150,1010,254970,-11.7827,-464.625,-500,703,552,57,-500,35,1600
794896,-91.0401,-144.846,1064.54,770,1300,255070,36.3043,-333.582,-500,835,467,59,-500,105,1600
794906,-93.0233,-161.511,1136.08,1420,1580,255140,-66.6904,-319.835,-500,957,328,61,-500,180,1600
794912,-94.1267,-169.447,1171.58,1690,1760,255250,-36.7779,-264.536,-500,1043,208,62,-500,235,1600
794923,-98.0503,-182.156,1222.91,1760,2840,254990,-75.1767,-225.517,-500,1131,161,64,-500,274,1600
794935,-105.452,-192.421,1268.79,1940,3720,255170,-114.125,-200.406,-500,1209,103,66,-500,299,1600
794947,-114.568,-201.942,1303.14,2120,4750,255530,-134.697,-166.23,-500,1275,0,68,-500,333,1612.24
794957,-121.789,-207.739,1319.52,1850,5390,255560,-157.189,-108.033,-500,1329,-5,70,-500,391,1622.23
794968,-129.717,-216.051,1334.98,1560,5390,255560,-146.94,-150.542,-500,1345,-24,72,-500,348,1637.19
794974,-135.027,-220.298,1342.42,1340,5400,255410,-176.999,-141.547,-500,1383,-40,73,-500,358,1656.28
794986,-143.056,-230.131,1354.78,980,5170,255020,-129.898,-152.845,-500,1407,-21,75,-500,347,1632.31
794996,-148.478,-239.804,1365.57,730,5230,254400,-110.126,-202.247,-500,1423,-54,77,-500,297,1664.39
795017,-161.465,-270.713,1376.44,-750,3460,251230,-122.079,-405.765,-500,1451,-108,80,-500,94,1718.95
795028,-168.658,-297.053,1377.52,-1210,1900,248570,-164.045,-493.983,-500,1460,-115,82,-500,6,1724.41
795034,-175.32,-312.508,1377.22,-1590,110,246200,-222.053,-515.174,-500,1457,-149,83,-500,-15,1762.01
795045,-190.183,-342.116,1374.01,-1460,560,246200,-220.435,-487.478,-500,1468,-121,85,-500,12,1730.52
795056,-201.565,-361.803,1372.33,-630,1740,246800,-201.47,-336.859,-500,1470,-107,87,-500,163,1718.07
795068,-211.019,-381.255,1370.43,110,3070,247460,-156.9,-300.384,-500,1465,-109,89,-500,199,1716.49
795079,-216.788,-395.968,1369.15,790,3850,247960,-87.7259,-263.796,-500,1466,-109,91,-500,236,1719.99
795090,-222.658,-406.453,1368.63,-520,1540,248800,-107.488,-178.388,500,1482,-53,93,500,-705,1664.33
795095,-225.373,-410.306,1370.12,-2360,-2330,250390,-108.575,-154.112,500,1488,-78,94,500,-654,1682.54
795111,-233.352,-413.724,1371.37,-3010,-3950,251150,-84.3832,-8.47086,500,1496,-82,97,500,-538,1687.81
795116,-234.259,-414.425,1371.24,-2930,-4420,251920,-36.2979,-28.0138,500,1503,-117,98,500,-528,1722.19
795127,-236.833,-409.738,1367.96,-2060,-4140,252170,-24.5976,111.65,500,1514,-142,100,500,-388,1748
795138,-234.544,-398.49,1360.02,150,-3010,251770,52.0901,242.299,500,1518,-175,102,500,-257,1778
795160,-222.479,-357.981,1326.41,4160,-770,249920,84.0299,416.001,500,1530,-249,105,500,-83,1855.13
795171,-222.489,-335.02,1301.8,3480,120,248960,-29.2246,401.03,500,1519,-249,107,500,-98,1854.27
795177,-225.511,-322.333,1288.15,1900,260,248150,-100.734,422.898,500,1504,-248,108,500,-77,1854.43
795189,-236.847,-300.424,1259.97,130,-80,247750,-211.802,368.716,500,1521,-219,110,500,-131,1827.5
795199,-247.748,-284.983,1237.18,-1030,-760,247650,-217.458,293.104,500,1514,-211,112,500,-206,1816.47
795222,-267.154,-251.27,1182.4,-610,-1890,247530,-125.214,292.205,500,1496,-219,114,500,-207,1824.44
795232,-271.784,-235.343,1156.51,70,-1780,247300,-93.0012,320.834,500,1509,-210,116,500,-179,1815.41
795243,-275.663,-215.057,1126.95,630,-1350,247130,-59.0802,383.331,500,1500,-223,118,500,-116,1827.39
795253,-279.281,-194.667,1097.65,980,-650,247080,-70.1207,420.049,500,1479,-240,120,500,-79,1845.44
795264,-282.763,-171.559,1063.13,920,-150,247070,-59.0324,427.544,500,1448,-245,122,500,-88,1850.56
795270,-285.145,-159.172,1044.01,1000,230,246990,-79.3826,412.886,500,1411,-239,123,500,-87,1870.55
795280,-289.254,-138.954,1012.59,850,230,246940,-78.7805,393.987,-500,1387,-215,125,-500,800,1874.94
795291,-293.804,-118.649,979.83,780,8250,247110,-84.851,365.042,-500,1363,-203,127,-500,800,1888.41
795302,-298.502,-104.498,950.18,690,12890,247530,-88.2546,225.031,-500,1308,-181,129,-500,725,1888.42
795313,-301.284,-109.56,923.556,920,13320,248290,-42.8803,-198.047,-500,1267,-160,131,-500,301,1888.04
795325,-302.038,-144.754,896.368,1580,8660,249010,-5.58034,-716.211,-500,1225,-143,133,-500,-216,1894.1
795331,-302.485,-173.228,883.938,2310,570,249340,-14.8894,-949.126,-500,1167,-151,134,-500,-449,1910.39
795355,-317.068,-307.481,838.002,2240,-8100,249130,-202.79,-1050.24,-500,1132,-126,137,-500,-550,1925.06
795361,-325.757,-334.662,828.412,800,-6900,248930,-289.628,-906.028,-500,1114,-102,138,-500,-406,1909.18
795372,-346.71,-371.975,813.986,-920,-2890,248580,-420.146,-589.652,-500,1081,-91,140,-500,-89,1909.12
795383,-371.219,-396.665,802.768,-2590,1230,248130,-462.209,-408.942,-500,1058,-67,142,-500,91,1897.48
795394,-394.388,-416.826,795.587,-3400,3640,247780,-403.6,-368.573,-500,1056,-41,144,-500,131,1877.5
795405,-411.687,-440.117,791.929,-2700,4060,247620,-287.828,-461.235,-500,1066,-24,146,-500,38,1860.61
795417,-422.936,-473.316,788.877,-1090,2670,247550,-166.31,-582.481,-500,1052,-41,148,-500,-82,1880.26
795423,-425.422,-493.351,785.95,750,720,247450,-82.8681,-667.83,-500,1029,-50,149,-500,-167,1891.9
795435,-430.857,-537.376,782.421,1800,-1050,247450,-80.3955,-731.937,-500,1017,-54,151,-500,-231,1899.04
795447,-438.654,-581.361,779.484,1990,-1730,247490,-150.455,-716.877,-500,997,-68,153,-500,-216,1914.78
795453,-443.421,-603.056,777.585,1380,-1430,247620,-158.908,-723.183,-500,988,-60,154,-500,-223,1910.73
795476,-471.31,-676.014,776.692,-740,-80,247870,-272.332,-599.383,-500,976,-30,157,-500,-99,1881.05
795487,-484.955,-707.718,778.828,-1820,410,247850,-237.46,-568.196,500,973,-31,159,500,-800,1880.57
795498,-494.748,-737.863,780.999,-1540,-6610,247700,-149.59,-556.652,500,975,-17,161,500,-800,1864.66
795504,-498.501,-751.483,782.265,-660,-9940,247310,-125.095,-454.006,500,983,-17,162,500,-800,1865.19
795515,-503.06,-766.444,783.784,120,-10660,246750,-81.2599,-201.918,500,976,-13,164,500,-701,1859.13
795538,-513.589,-731.259,791.518,40,-3630,246220,-95.6736,580.994,500,982,22,167,500,80,1817.99
795548,-517.869,-695.213,795.672,100,1920,246320,-71.331,750.752,500,1008,6,169,500,250,1829.62
795554,-519.358,-672.178,796.763,370,5230,246590,-49.6089,767.854,500,1024,-4,170,500,267,1839.76
795565,-519.433,-631.814,796.987,1200,5640,246940,16.3991,709.938,500,1024,-11,172,500,209,1845.63
795588,-510.383,-584.855,788.947,2960,1420,247300,89.1266,263.242,500,1036,-15,175,500,-236,1857.26
795599,-507.603,-575.045,783.221,3300,-1270,247250,31.5011,160.098,500,1027,-21,177,500,-339,1866.98
795610,-509.538,-566.667,777.596,2630,-2830,247220,-73.9485,173.961,500,1028,-10,179,500,-365,1861.93
795616,-512.444,-561.099,774.949,1290,-3170,247250,-96.848,185.597,500,1050,7,180,500,-314,1846.87
795627,-521.552,-546.015,770.672,-210,-2440,247340,-174.607,300.08,500,1067,7,182,500,-199,1850.36
795638,-532.146,-524.874,765.081,-1350,-1190,247320,-187.973,403.007,500,1088,9,184,500,-96,1852.93
795661,-546.217,-467.325,747.244,-1190,870,247290,-57.2903,516.734,500,1117,19,187,500,16,1858.39
795671,-545.867,-441.023,737.841,510,1420,247390,20.512,528.131,500,1116,34,189,500,23,1846.3
795677,-544.279,-426.282,732.385,2160,1660,247510,52.9528,491.354,500,1106,54,190,500,-8,1835.42
795688,-540.926,-402.003,723.647,2910,2310,247460,56.7725,414.864,-500,1103,57,192,-500,800,1836.41
795698,-539.648,-383.615,716.528,2840,10320,247300,6.50808,349.591,-500,1107,66,194,-500,800,1838.15
795709,-542.095,-372.977,710.037,1950,12980,246880,-54.0783,111.334,-500,1097,79,196,-500,611,1828.33
795721,-546.184,-384.723,705.292,1130,10570,246540,-70.4776,-329.01,-500,1097,108,198,-500,170,1802.02
795727,-547.336,-402.587,703.847,630,4140,246430,-38.3774,-595.484,-500,1113,127,199,-500,-95,1783.96
795739,-547.658,-453.225,702.299,940,-2990,246580,4.87129,-911.555,-500,1133,123,201,-500,-411,1786.96
795751,-546.216,-510.484,698.979,1300,-6520,246680,16.3061,-936.112,-500,1120,107,203,-500,-436,1806.45
795762,-546.364,-553.608,695.501,1420,-5880,246720,-10.0586,-729.235,-500,1118,112,205,-500,-229,1806.11
795773,-548.18,-583.174,692.771,1100,-2610,246740,-47.1239,-482.427,-500,1107,109,207,-500,17,1808.15
795784,-550.811,-601.625,690.574,600,1190,246680,-46.7519,-311.762,-500,1081,93,209,-500,136,1825.77
795789,-551.462,-609.019,689.426,800,3590,246650,-26.0691,-295.754,-500,1055,68,210,-500,204,1851.77
795800,-550.43,-626.587,685.361,1420,4380,246740,39.163,-340.363,-500,1038,58,212,-500,159,1868.18
795811,-546.366,-649.514,680.253,2010,3790,246770,94.7564,-464.42,-500,1021,58,214,-500,35,1871.45
795834,-531.4,-722.889,670.028,4030,410,246960,115.727,-706.32,-500,1001,44,217,-500,-206,1894.09
795840,-529.486,-745.101,666.996,3820,-960,247300,63.8066,-740.387,-500,980,39,218,-500,-240,1901.85
795851,-529.067,-784.04,661.564,3510,-1660,248090,-24.4596,-688.899,-500,976,23,220,-500,-188,1921.59
795862,-535.267,-820.392,654.725,1380,-1130,249140,-125.06,-630.99,-500,966,41,222,-500,-130,1912.49
795873,-544.995,-851.577,649.73,20,0,250090,-171.046,-543.091,-500,962,64,224,-500,-43,1892.81
795895,-560.99,-905.52,643.959,50,700,251500,-105.161,-478.239,500,965,76,227,500,-800,1890.99
795906,-564.288,-931.989,640.944,900,-7130,251570,-49.5825,-471.71,500,968,67,229,500,-800,1891.6
795912,-564.826,-943.922,638.324,1600,-10150,251190,-17.937,-397.77,500,966,51,230,500,-800,1916.07
795922,-566.219,-953.742,632.56,2150,-10820,250610,-42.0897,-109.915,500,959,66,232,500,-609,1905.07
795933,-568.568,-943.777,628.145,2450,-7450,249870,-61.5095,274.233,500,935,62,234,500,-225,1913.99
795945,-574.167,-909.977,625.096,1800,-1240,249050,-111.014,645.906,500,951,92,236,500,145,1885.74
795966,-588.521,-829.059,623.028,1060,6200,247960,-122.789,723.335,500,1034,102,239,500,223,1877.8
795977,-592.509,-797.642,617.872,1420,5220,247890,-60.811,514.591,500,1058,90,241,500,14,1894.16
795988,-594.337,-777.86,609.313,2120,2410,247880,-18.0545,302.838,500,1067,84,243,500,-92,1904.11
795994,-595.384,-770.52,603.975,2600,-470,247740,-34.9018,244.648,500,1068,73,244,500,-255,1920.95
796004,-597.209,-761.951,594.192,2550,-2700,247680,-54.0893,154.765,500,1017,58,246,500,-345,1946.27
796016,-603.714,-748.943,583.32,1760,-3300,247730,-129.317,232.659,500,993,87,248,500,-267,1930.47
796038,-622.157,-707.219,578.027,660,-1080,248230,-178.013,457.218,500,980,138,250,500,-42,1880.27
796048,-630.325,-681.9,579.609,290,850,248720,-151.737,512.024,500,992,147,252,500,12,1871.17
796055,-634.92,-663.204,581.284,330,2280,249110,-131.281,534.154,500,1011,150,253,500,34,1865.97
796066,-639.501,-635.828,583.42,1010,2600,249260,-67.1237,476.872,500,1036,156,255,500,-23,1858.37
796077,-641.142,-612.398,585.793,1720,1970,249030,-24.7843,400.967,500,1049,155,257,500,-99,1856.55
796088,-641.667,-594.567,587.568,2620,430,248570,-14.8112,319.226,500,1040,143,259,500,-180,1866.23
796099,-642.668,-579.839,588.509,2640,4030,247990,-23.421,261.741,-500,1029,129,261,-500,761,1880.65
796110,-646.491,-568.695,590.408,2410,10980,247490,-72.1665,177.458,-500,1010,126,263,-500,732,1884.46
796116,-649.171,-567.452,592.366,1680,12840,246980,-89.355,41.4502,-500,969,119,264,-500,541,1889
796128,-652.874,-586.46,596.826,1580,9760,246790,-58.058,-443.847,-500,930,116,266,-500,56,1889.69
796150,-652.475,-683.84,606.661,2830,-2540,246810,-7.28093,-1055.3,-500,911,102,269,-500,-555,1894.27
796161,-655.192,-740.588,611.052,2820,-6050,246950,-78.226,-1017.1,-500,893,93,271,-500,-544,1902.51
796167,-659.304,-768.11,613.877,2070,-6380,247170,-137.089,-917.387,-500,890,91,272,-500,-417,1902.08
796178,-672.218,-808.637,619.209,500,-3540,247480,-260.727,-667.035,-500,885,88,274,-500,-167,1899.09
796201,-706.452,-859.032,630.869,-1430,2490,248050,-253.064,-347.848,-500,880,93,277,-500,152,1887.3
796212,-713.824,-875.125,636.538,150,4790,248920,-88.8285,-288.044,-500,900,85,279,-500,201,1890.36
796218,-712.71,-884.67,637.934,3200,6250,250410,37.1142,-318.141,-500,909,72,280,-500,181,1903.12
796229,-701.94,-903.255,638.693,6860,6020,251910,249.634,-364.568,-500,901,75,282,-500,135,1898.82
796252,-675.548,-957.023,637.305,10510,4970,255100,199.294,-369.52,-500,932,122,285,-500,130,1854.38
796263,-667.991,-967.047,640.085,9370,6140,256480,95.6315,-164.503,-500,938,143,287,-500,335,1834.17
796269,-667.111,-969.191,643.123,7670,8280,257520,29.3222,-71.4481,-500,946,219,288,-500,428,1753.42
796281,-665.054,-956.625,656.813,6240,10500,257260,41.6232,295.191,-500,969,284,290,-500,795,1682.83
796292,-659.637,-930.891,676.114,5470,11780,255810,116.851,491.107,-500,988,360,292,-500,800,1600
796303,-646.487,-896.346,704.675,5820,10870,258050,343.062,684.367,500,1022,466,294,500,184,1600
796314,-607.391,-855.875,739.858,8490,9420,259650,739.794,763.5,500,1066,458,296,500,202,1600
796319,-587.504,-834.906,755.037,10850,8340,258980,795.484,838.735,500,1103,507,297,500,338,1600
796331,-538.396,-777.702,796.535,12830,8420,256710,830.024,988.41,500,1136,529,299,500,488,1600
796342,-493.043,-719.705,837.674,14560,9530,254800,829.467,1089.88,500,1157,512,301,500,589,1600
796353,-448.279,-659.478,878.109,15710,12600,254320,809.423,1088.32,500,1174,469,303,500,588,1600
796364,-404.502,-602.669,914.486,16520,15450,254990,769.125,986.349,500,1196,445,305,500,486,1600
796375,-356.314,-552.949,948.387,16900,14720,255960,884.916,868.308,500,1227,457,307,500,368,1600
796381,-331.35,-531.242,966.773,17880,14150,256970,832.111,723.55,500,1273,429,308,500,223,1600
796393,-282.238,-493.47,999.647,18230,12150,257190,805.26,633.789,500,1315,403,310,500,133,1600
796398,-263.366,-479.467,1011.47,17170,8140,257230,754.899,560.125,500,1341,368,311,500,60,1600
796398,-263.366,-479.467,1011.47,15210,4590,257600,754.899,560.125,500,1348,340,311,500,60,1600
796398,-263.366,-479.467,1011.47,14490,3250,258090,754.899,560.125,500,1362,288,311,500,60,1600
796398,-263.366,-479.467,1011.47,14690,3200,258790,754.899,560.125,500,1373,262,311,500,60,1600
796398,-263.366,-479.467,1011.47,14320,3360,259530,754.899,560.125,500,1389,261,311,500,60,1600
796398,-263.366,-479.467,1011.47,13960,3080,260210,754.899,560.125,500,1401,271,311,500,60,1600
796398,-263.366,-479.467,1011.47,13460,2570,260480,754.899,560.125,500,1417,278,311,500,60,1600
796398,-263.366,-479.467,1011.47,13170,2540,260280,754.899,560.125,500,1417,258,311,500,60,1600
796398,-263.366,-479.467,1011.47,13140,2510,260050,754.899,560.125,500,1428,270,311,500,60,1600
796398,-263.366,-479.467,1011.47,13450,2390,259930,754.899,560.125,-500,1437,280,311,-500,800,1600
796401,-252.993,-471.258,1017.77,13560,7410,260460,691.516,547.293,-500,1440,303,312,-500,800,1600
796401,-252.993,-471.258,1017.77,13910,11950,261570,691.516,547.293,-500,1440,355,312,-500,800,1600
796401,-252.993,-471.258,1017.77,15730,13860,263460,691.516,547.293,-500,1436,375,312,-500,800,1600
796401,-252.993,-471.258,1017.77,17520,17630,266010,691.516,547.293,-500,1438,373,312,-500,800,1600
796401,-252.993,-471.258,1017.77,19640,19440,268330,691.516,547.293,-500,1441,430,312,-500,800,1600
796401,-252.993,-471.258,1017.77,21740,19880,270860,691.516,547.293,-500,1448,508,312,-500,800,1600
796401,-252.993,-471.258,1017.77,23640,21270,272840,691.516,547.293,-500,1444,606,312,-500,800,1600
796401,-252.993,-471.258,1017.77,25820,23890,273930,691.516,547.293,-500,1442,611,312,-500,800,1600
796401,-252.993,-471.258,1017.77,27320,23070,272320,691.516,547.293,-500,1454,387,312,-500,800,1600
796401,-252.993,-471.258,1017.77,25480,18110,269100,691.516,547.293,-500,1467,140,312,-500,800,1600
796401,-252.993,-471.258,1017.77,19690,10750,265470,691.516,547.293,-500,1467,-222,312,-500,800,1872.83
796401,-252.993,-471.258,1017.77,15190,8010,262810,691.516,547.293,-500,1469,-235,312,-500,800,1885.01
796401,-252.993,-471.258,1017.77,13580,6630,261840,691.516,547.293,-500,1465,-120,312,-500,800,1775.05
796401,-252.993,-471.258,1017.77,13000,3580,262690,691.516,547.293,-500,1450,3,312,-500,800,1647.78
796401,-252.993,-471.258,1017.77,9910,1690,263170,691.516,547.293,-500,1446,27,313,-500,800,1625.78
796661,-535.4,-686.918,1231.06,6870,830,264080,-184.546,-163.956,-500,1475,58,315,-500,336,1600
796667,-536.769,-691.282,1222.89,1650,480,265120,-45.6491,-145.447,-500,1482,-21,316,-500,354,1631
796677,-528.178,-688.74,1203.43,-1300,830,265880,229.31,117.987,-500,1481,146,318,-500,617,1600
796701,-461.136,-647.706,1206.78,6530,9010,267680,740.594,417.67,500,1480,249,321,500,-82,1600
796712,-412.915,-619.939,1217.03,9910,10960,268290,912.64,535.271,500,1484,224,323,500,-20,1600
796717,-388.22,-604.164,1221.53,11760,10710,267930,987.791,631.04,500,1476,220,324,500,131,1600
796729,-323.9,-565.119,1232.88,11630,9740,266760,1090.25,679.459,500,1492,200,326,500,179,1600
796751,-230.787,-495.562,1249.13,5910,3780,263770,557.157,567.206,500,1527,212,329,500,67,1600
796763,-206.169,-463.411,1260.71,5060,1760,262780,389.482,532.01,500,1532,153,331,500,32,1600
796768,-197.054,-450.375,1264.06,3070,370,262900,364.607,521.437,500,1533,93,332,500,21,1600
796780,-177.755,-421.035,1267.33,1360,350,263320,283.098,471.851,500,1554,79,334,500,-28,1600
796791,-162.097,-397.492,1267.73,400,540,262570,286.311,450.701,500,1568,60,336,500,-49,1600
796802,-145.652,-369.408,1267.16,-330,240,261390,310.31,522.451,500,1557,38,338,500,22,1600
796814,-121.526,-336.007,1265.03,-280,1340,259640,427.706,573.331,500,1556,46,340,500,40,1600
796820,-108.516,-317.448,1265.29,110,2370,258000,433.637,618.627,500,1553,36,341,500,118,1600
796831,-81.823,-284.622,1265.36,440,2850,256990,501.106,610.053,500,1550,51,343,500,110,1600
796853,-28.6009,-218.342,1273.38,1790,2750,255960,468.695,588.284,500,1552,55,346,500,88,1600
796859,-14.5155,-201.988,1276.08,2230,2050,255410,469.511,545.139,500,1572,41,347,500,45,1600
796871,9.90462,-168.87,1281.93,2980,1310,254580,399.681,546.373,500,1570,-6,349,500,46,1609
796881,27.4509,-139.357,1283.38,3050,550,253480,337.727,602.145,500,1564,-63,351,500,102,1666
796892,40.8223,-108.466,1280.36,1460,530,252200,204.372,544.771,500,1569,-75,353,500,44,1679
796904,53.0847,-79.0938,1274.13,-210,900,250940,205.026,488.509,-500,1559,-80,355,-500,800,1685
796915,65.0531,-57.2084,1270.1,760,4130,250390,228.602,363.716,-500,1553,-2,357,-500,800,1611
796921,72.0981,-49.1805,1272.33,2820,7480,250780,234.833,267.599,-500,1542,-41,358,-500,767,1640
796933,86.3039,-38.622,1275.21,5130,9430,250860,215.329,146.872,-500,1524,-105,360,-500,646,1707
796945,95.8633,-42.3051,1271.42,5840,9340,250470,141.589,-125.507,-500,1502,-142,362,-500,374,1747
796957,97.3,-61.1313,1263.4,4930,7080,249490,-14.6418,-402.154,-500,1471,-182,364,-500,97,1787
796963,93.4573,-78.0569,1257.7,3390,4520,248510,-128.09,-564.187,-500,1464,-222,365,-500,-64,1825
